sentiment,text
0,consistency denver agent say standby checked baggage cite faa website policy say otherwise
0,biz day calendar respond inquiry hope standard universally adopt badcustomerservice
0,thanks occur guy hour extra get bag due delay hour fail
0,many delay todaywhats hope flight board soon united
0,website fuck instead flight yesterday  today thank
0,call back hold issue confirmation number email show much pay
0,sure help flight experience terrible plane dirty staff rude start perhaps
0,check still say pay call back twice hold minute answer hang
0,hold minute finally get someone retook form payment confirm reservation set try
0,buy ticket yesterday receive confirmation try check say pay call
0,delay salt floor previous passenger want fly care shoe
0,profit really give damn pay customer greed
0,unfortunately get name nice
0,seat international connection seriously
1,thank get couple minute ago great service flight by the way please pas team flight
0,bag lose get ahold anyone help
0,delete return ticket europe blame show airline joke time happen time
0,united flight arrive late flight tell rebook connect united flight characterize show
1,agent service weekend trip amaze thank
0,never fly united worst experience ever
0,ah fund fix break plane upon sit hr iah runway go
0,direct message follow want luggage please hep
0,flight strand tarmac chicago gate available plane get hot uncomfortable
0,rebooke disappoint wait whole day start vacation fare united top notch service
0,direct message go please help
0,add reservation ios app show desktop site log mile redeem upgrade thru app
0,assume would people let united bad plane crew fly
0,push hour hold priceless
1,need get cvg bag thank
0,read thread book class seat even though united twtr account confirm eco premium
0,hi bag id update explain occur arrive hour flight
0,hi yes need free hotel stay honalulu due hour since miss second flight kauai
0,solution
0,screw flight cae bother flight never leave time get cancel flighted
0,need agent check
0,work incredibly unfriendly ground staff false promise twitter
1,get thanks
0,skilled staff inadequate system delete return houston norway shoulder shrug
1,probably least dependable airline western hemisphere belong star alliance skyteam
0,severely staff iah
1,amaze hospitality helpfulness anthony lastella great staff clap hand clap hand clap hand airplane selector def fly unite
0,hr delay vacation buzzkill
1,touch miami far nicely united thumb
0,really enjoy sunday holdover hour perhaps well client experience need
0,broken light min get bridge gate airplane park wrong bathroom empty last nightyour airline last hr
0,would appreciate response regard pressurization failure flight seem respond less serious issue
1,comfortable wait luggage
0,guy let four hour delay honolulu houston thank train wreck issue come
1,thank
1,finally get helpful appreciate
0,another ua flight gate hold min cnx pax
0, look like form photo something burst luggage correct jh  always blame customer
0,luggage
0,boarding time crewe
1,thank effort get early though make complaint refund lose one business day tomorrow
0,way one person work entire security checkpoint ewr ng button
1,thank
0,author fiction hear radio even jetway secure yet cmh
0,find anything show realise morning flight cancel flightled pricey even
0,oh still lose track system stink delivery system
0,feel like true united customer stuckon tarmac dc hr unitedfail
0,leadership count land last nightdeplane minute wait jetway inexcusable
0,send dm request hear anything address issue bring dm explain happen
0,employeefaceless throw bus start management almost million miler company
0,say flight pull depart min boarding even start
0,understand pay change problem plane weather would understand
0,hour late flightr still answer stick houston keep get put phantom flight never apeare badcustomerservice
0,guy horrible first get stick snow hr ewr sit cmh say could gate
0,hotel send would take voucher flight delay cancel flightled delay hour count
0,dmd hr ago request response find like bag
1,work thank immediate reply
0,two hour delay plane visible airport far terrible customer service neveragain
0,hour maintenance delay enuf you charge bag global service platinum mbr get ur shit together
0,last week also maintenance issue flat tire another flight last week cancel flighted track record bad
0,customer service experience tweet quality assurance
0,spend money take ticket update plane flight maintenance issue
0,chance could help rebook flight cancel flightled
0,really need well system handle cancel flightled flight
0,also inappropriate lie passenger induce accept voucher tell availability late flightr
0,give direct number call regard lose baggage immediately
0,involuntarily bump passenger guarantee another flight three day
0,please follow faa guideline regard bump acceptable give voucher fare
0,already rebook miss first appointment london tomorrow morning thank ruin trip
0,new delay right
0,show available seat need honor spend phone hear really seat
0,min hold try book award flight site error agent ask pin see platinum availability badbadbad
0,joke lot angry people iah
